core_id,region_id,continent
CA__J20_P2_2,region_01,Asia
CA__J20_P3_1,region_01,Asia
CA__J20_P3_2,region_01,Asia
CA__J20_P4_1,region_01,Asia
CA__J20_P4_2,region_01,Asia
CA__J20_P5_1,region_01,Asia
CA__J20_P5_2,region_01,Asia
CA__J20_P6_1,region_01,Asia
CA__J20_P6_2,region_01,Asia
CA__R18_P1_1,region_01,Asia
CA__R18_P1_2,region_01,Asia
CA__R18_P2_1,region_01,Asia
CA__R18_P2_2,region_01,Asia
CA__R18_P3_1,region_01,Asia
CA__R18_P3_2,region_01,Asia
CA__R18_P4_1,region_01,Asia
CA__R18_P4_2,region_01,Asia
CA__R18_P5_1,region_01,Asia
CA__R18_P5_2,region_01,Asia
CA__R18_P6_1,region_01,Asia
CA__R18_P6_2,region_01,Asia
CA__R19_P1_1,region_01,Asia
CA__R19_P1_2,region_01,Asia
CA__R19_P2_1,region_01,Asia
CA__R19_P2_2,region_01,Asia
CA__R19_P3_1,region_01,Asia
CA__R19_P3_2,region_01,Asia
CA__R19_P4_1,region_01,Asia
CA__R19_P4_2,region_01,Asia
CA__R19_P5_1,region_01,Asia
CA__R19_P5_2,region_01,Asia
CA__R19_P6_1,region_01,Asia
CA__R19_P6_2,region_01,Asia
CA__R20_P1_1,region_01,Asia
CA__R20_P1_2,region_01,Asia
CA__R20_P2_1,region_01,Asia
CA__R20_P2_2,region_01,Asia
CA__R20_P3_1,region_01,Asia
CA__R20_P3_2,region_01,Asia
CA__R20_P4_1,region_01,Asia
CA__R20_P4_2,region_01,Asia
CA__R20_P5_1,region_01,Asia
CA__R20_P5_2,region_01,Asia
CA__R20_P6_1,region_01,Asia
CA__R20_P6_2,region_01,Asia
CA__S18_P1_1,region_01,Asia
CA__S18_P1_2,region_01,Asia
CA__S18_P2_1,region_01,Asia
CA__S18_P2_2,region_01,Asia
CA__S18_P3_1,region_01,Asia
CA__S18_P3_2,region_01,Asia
CA__S18_P4_1,region_01,Asia
CA__S18_P4_2,region_01,Asia
CA__S18_P5_1,region_01,Asia
CA__S18_P5_2,region_01,Asia
CA__S18_P6_1,region_01,Asia
CA__S18_P6_2,region_01,Asia
CA__S19_P1_1,region_01,Asia
CA__S19_P1_2,region_01,Asia
CA__S19_P2_1,region_01,Asia
CA__S19_P2_2,region_01,Asia
CA__S19_P3_1,region_01,Asia
CA__S19_P3_2,region_01,Asia
CA__S19_P4_1,region_01,Asia
CA__S19_P4_2,region_01,Asia
CA__S19_P5_1,region_01,Asia
CA__S19_P5_2,region_01,Asia
CA__S19_P6_1,region_01,Asia
CA__S19_P6_2,region_01,Asia
CA__S20_P1_1,region_01,Asia
CA__S20_P1_2,region_01,Asia
CA__S20_P2_1,region_01,Asia
CA__S20_P2_2,region_01,Asia
CA__S20_P3_1,region_01,Asia
CA__S20_P3_2,region_01,Asia
CA__S20_P4_1,region_01,Asia
CA__S20_P4_2,region_01,Asia
CA__S20_P5_1,region_01,Asia
CA__S20_P5_2,region_01,Asia
CA__S20_P6_1,region_01,Asia
CA__S20_P6_2,region_01,Asia
CBM2,region_24,N.America
CCB1,region_24,N.America
CH_03NE,region_24,N.America
CH_03SW,region_24,N.America
CIL_Cilacap 1_1_1,region_03,Asia
CIL_Cilacap 1_2_1,region_03,Asia
CIL_Cilacap 1_3_1,region_03,Asia
CIL_Cilacap 1_4_1,region_03,Asia
CIL_Cilacap 1_5_1,region_03,Asia
CIL_Cilacap 1_6_1,region_03,Asia
CIL_Cilacap 2_1_1,region_03,Asia
CIL_Cilacap 2_2_1,region_03,Asia
CIL_Cilacap 2_3_1,region_03,Asia
CIL_Cilacap 2_4_1,region_03,Asia
CIL_Cilacap 2_5_1,region_03,Asia
CIL_Cilacap 2_6_1,region_03,Asia
CR-D-5,region_00,N.America
CUM_LC_Cumbe Leste Camaro_1_1,region_03,Asia
CUM_LC_Cumbe Leste Camaro_1_2,region_03,Asia
CUM_LC_Cumbe Leste Camaro_2_1,region_03,Asia
CUM_LC_Cumbe Leste Camaro_2_2,region_03,Asia
CUM_LC_Cumbe Leste Camaro_3_1,region_03,Asia
CUM_LC_Cumbe Leste Camaro_3_2,region_03,Asia
CUM_LC_Cumbe Leste Camaro_4_1,region_03,Asia
CUM_LC_Cumbe Leste Camaro_4_2,region_03,Asia
CUM_LC_Cumbe Leste Camaro_5_1,region_03,Asia
CUM_LC_Cumbe Leste Camaro_5_2,region_03,Asia
CUM_LC_Cumbe Leste Camaro_6_1,region_03,Asia
CUM_LC_Cumbe Leste Camaro_6_2,region_03,Asia
CUM_NC_Cumbe Norte Camarao_1_1,region_03,Asia
CUM_NC_Cumbe Norte Camarao_1_2,region_03,Asia
CUM_NC_Cumbe Norte Camarao_2_1,region_03,Asia
CUM_NC_Cumbe Norte Camarao_2_2,region_03,Asia
CUM_NC_Cumbe Norte Camarao_3_1,region_03,Asia
CUM_NC_Cumbe Norte Camarao_3_2,region_03,Asia
CUM_NC_Cumbe Norte Camarao_4_1,region_03,Asia
CUM_NC_Cumbe Norte Camarao_4_2,region_03,Asia
CUM_NC_Cumbe Norte Camarao_5_1,region_03,Asia
CUM_NC_Cumbe Norte Camarao_5_2,region_03,Asia
CUM_NC_Cumbe Norte Camarao_6_1,region_03,Asia
CUM_NC_Cumbe Norte Camarao_6_2,region_03,Asia
Channel Caye_1_2_mangrove,region_18,N.America
Channel Caye_1_6_mangrove,region_18,N.America
Channel Caye_2_4_mangrove,region_18,N.America
Channel Caye_2_5_mangrove,region_18,N.America
Channel Caye_2_6_mangrove,region_18,N.America
Colorado_Manglar_1_1,region_00,N.America
Colorado_Manglar_1_2,region_00,N.America
Colorado_Manglar_1_3,region_00,N.America
Colorado_Manglar_1_4,region_00,N.America
Colorado_Manglar_1_5,region_00,N.America
Colorado_Manglar_1_6,region_00,N.America
DEM_MF0_1_1_1,region_06,Oceania
DEM_MF0_1_2_1,region_06,Oceania
DEM_MF0_1_3_1,region_06,Oceania
DEM_MF0_1_4_1,region_06,Oceania
DEM_MF0_1_5_1,region_06,Oceania
DEM_MF0_1_6_1,region_06,Oceania
DEM_MF0_2_1_1,region_06,Oceania
DEM_MF0_2_2_1,region_06,Oceania
DEM_MF0_2_3_1,region_06,Oceania
DEM_MF0_2_4_1,region_06,Oceania
DEM_MF0_2_5_1,region_06,Oceania
DEM_MF0_2_6_1,region_06,Oceania
DEM_MF0_3_1_1,region_06,Oceania
DEM_MF0_3_2_1,region_06,Oceania
DEM_MF0_3_3_1,region_06,Oceania
DEM_MF0_3_4_1,region_06,Oceania
DEM_MF0_3_5_1,region_06,Oceania
DEM_MF0_3_6_1,region_06,Oceania
DIA_Diamniadio_1_1,region_16,Africa
DIA_Diamniadio_2_1,region_16,Africa
DIA_Diamniadio_3_1,region_16,Africa
DIA_Diamniadio_4_1,region_16,Africa
DIA_Diamniadio_5_1,region_16,Africa
DIA_Diamniadio_6_1,region_16,Africa
DJI_Djirnda_1_1,region_16,Africa
DJI_Djirnda_2_1,region_16,Africa
DJI_Djirnda_3_1,region_16,Africa
DJI_Djirnda_4_1,region_16,Africa
DJI_Djirnda_5_1,region_16,Africa
DJI_Djirnda_6_1,region_16,Africa
Desembocadura_Río_Lempa_1_1,region_04,N.America
Desembocadura_Río_Lempa_1_2,region_04,N.America
Desembocadura_Río_Lempa_1_3,region_04,N.America
Desembocadura_Río_Lempa_1_4,region_04,N.America
Desembocadura_Río_Lempa_1_5,region_04,N.America
Desembocadura_Río_Lempa_1_6,region_04,N.America
Drowned Caye_2_5_mangrove,region_18,N.America
E16,region_06,other
E40,region_06,other
E44,region_06,other
E46,region_06,other
E47,region_06,other
El Represo_1,region_00,N.America
El Represo_2,region_00,N.America
El Represo_3,region_00,N.America
El Represo_4,region_00,N.America
El Represo_5,region_00,N.America
El Represo_6,region_00,N.America
El Río_1,region_00,N.America
El Río_2,region_00,N.America
El Río_3,region_00,N.America
El Río_4,region_00,N.America
El Río_5,region_00,N.America
El Río_6,region_00,N.America
El_Espino_6_1,region_04,N.America
El_Espino_6_2,region_04,N.America
El_Espino_6_3,region_04,N.America
El_Espino_6_4,region_04,N.America
El_Espino_6_5,region_04,N.America
El_Espino_6_6,region_04,N.America
El_Jobal_27_1,region_04,N.America
El_Jobal_27_2,region_04,N.America
El_Jobal_27_3,region_04,N.America
El_Jobal_27_4,region_04,N.America
El_Jobal_27_5,region_04,N.America
El_Jobal_27_6,region_04,N.America
El_Jobal_9_1,region_04,N.America
El_Jobal_9_2,region_04,N.America
El_Jobal_9_3,region_04,N.America
El_Jobal_9_4,region_04,N.America
El_Jobal_9_5,region_04,N.America
El_Jobal_9_6,region_04,N.America
El_Llorón_7_1,region_04,N.America
El_Llorón_7_2,region_04,N.America
El_Llorón_7_3,region_04,N.America
El_Llorón_7_4,region_04,N.America
El_Llorón_7_5,region_04,N.America
El_Llorón_7_6,region_04,N.America
El_Matocho_23_1,region_04,N.America
El_Matocho_23_4,region_04,N.America
El_Rajado_3_1,region_04,N.America
El_Rajado_3_2,region_04,N.America
El_Rajado_3_3,region_04,N.America
El_Rajado_3_4,region_04,N.America
El_Rajado_3_5,region_04,N.America
El_Rajado_3_6,region_04,N.America
El_Resedo_Ánimas_abajo_10_1,region_04,N.America
El_Resedo_Ánimas_abajo_10_2,region_04,N.America
El_Resedo_Ánimas_abajo_10_3,region_04,N.America
El_Resedo_Ánimas_abajo_10_4,region_04,N.America
El_Resedo_Ánimas_abajo_10_5,region_04,N.America
El_Resedo_Ánimas_abajo_10_6,region_04,N.America
El_Zamorancito_31_2,region_04,N.America
El_Zamorancito_31_5,region_04,N.America
El_Zamorancito_31_6,region_04,N.America
"Etna, Kaimana_EF1_1_1",region_02,Oceania
"Etna, Kaimana_EF1_1_2",region_02,Oceania
"Etna, Kaimana_EF1_2_1",region_02,Oceania
"Etna, Kaimana_EF1_2_2",region_02,Oceania
"Etna, Kaimana_EF1_3_1",region_02,Oceania
"Etna, Kaimana_EF1_3_2",region_02,Oceania
"Etna, Kaimana_EF1_4_1",region_02,Oceania
"Etna, Kaimana_EF1_4_2",region_02,Oceania
"Etna, Kaimana_EF1_5_1",region_02,Oceania
"Etna, Kaimana_EF1_5_2",region_02,Oceania
"Etna, Kaimana_EF1_6_1",region_02,Oceania
"Etna, Kaimana_EF1_6_2",region_02,Oceania
"Etna, Kaimana_EF2_1_1",region_02,Oceania
"Etna, Kaimana_EF2_1_2",region_02,Oceania
"Etna, Kaimana_EF2_5_1",region_02,Oceania
"Etna, Kaimana_EF2_5_2",region_02,Oceania
"Etna, Kaimana_EF2_6_1",region_02,Oceania
"Etna, Kaimana_EF2_6_2",region_02,Oceania
"Etna, Kaimana_EF3_1_1",region_02,Oceania
"Etna, Kaimana_EF3_1_2",region_02,Oceania
"Etna, Kaimana_EF3_2_1",region_02,Oceania
"Etna, Kaimana_EF3_2_2",region_02,Oceania
"Etna, Kaimana_EF3_3_1",region_02,Oceania
"Etna, Kaimana_EF3_3_2",region_02,Oceania
"Etna, Kaimana_EF3_4_1",region_02,Oceania
"Etna, Kaimana_EF3_4_2",region_02,Oceania
"Etna, Kaimana_EF3_5_1",region_02,Oceania
"Etna, Kaimana_EF3_5_2",region_02,Oceania
"Etna, Kaimana_EF3_6_1",region_02,Oceania
"Etna, Kaimana_EF3_6_2",region_02,Oceania
"Etna, Kaimana_EF4_1_1",region_02,Oceania
"Etna, Kaimana_EF4_1_2",region_02,Oceania
"Etna, Kaimana_EF4_2_1",region_02,Oceania
"Etna, Kaimana_EF4_2_2",region_02,Oceania
"Etna, Kaimana_EF4_3_1",region_02,Oceania
"Etna, Kaimana_EF4_4_1",region_02,Oceania
"Etna, Kaimana_EF4_4_2",region_02,Oceania
"Etna, Kaimana_EF5_1_1",region_02,Oceania
"Etna, Kaimana_EF5_1_2",region_02,Oceania
"Etna, Kaimana_EF5_2_1",region_02,Oceania
"Etna, Kaimana_EF5_2_2",region_02,Oceania
"Etna, Kaimana_EF5_3_1",region_02,Oceania
"Etna, Kaimana_EF5_3_2",region_02,Oceania
"Etna, Kaimana_EF5_4_1",region_02,Oceania
"Etna, Kaimana_EF5_4_2",region_02,Oceania
"Etna, Kaimana_EF5_5_1",region_02,Oceania
"Etna, Kaimana_EF5_5_2",region_02,Oceania
"Etna, Kaimana_EF5_6_1",region_02,Oceania
"Etna, Kaimana_ER1_1_1",region_02,Oceania
"Etna, Kaimana_ER1_1_2",region_02,Oceania
"Etna, Kaimana_ER1_2_1",region_02,Oceania
"Etna, Kaimana_ER1_2_2",region_02,Oceania
"Etna, Kaimana_ER1_3_1",region_02,Oceania
"Etna, Kaimana_ER1_3_2",region_02,Oceania
"Etna, Kaimana_ER1_4_1",region_02,Oceania
"Etna, Kaimana_ER1_4_2",region_02,Oceania
"Etna, Kaimana_ER1_5_1",region_02,Oceania
"Etna, Kaimana_ER1_5_2",region_02,Oceania
"Etna, Kaimana_ER1_6_1",region_02,Oceania
"Etna, Kaimana_ER1_6_2",region_02,Oceania
"Etna, Kaimana_ER2_1_1",region_02,Oceania
"Etna, Kaimana_ER2_1_2",region_02,Oceania
"Etna, Kaimana_ER2_2_1",region_02,Oceania
"Etna, Kaimana_ER2_2_2",region_02,Oceania
"Etna, Kaimana_ER2_3_1",region_02,Oceania
"Etna, Kaimana_ER2_3_2",region_02,Oceania
"Etna, Kaimana_ER2_4_1",region_02,Oceania
"Etna, Kaimana_ER2_4_2",region_02,Oceania
"Etna, Kaimana_ER2_5_1",region_02,Oceania
"Etna, Kaimana_ER2_5_2",region_02,Oceania
"Etna, Kaimana_ER2_6_1",region_02,Oceania
"Etna, Kaimana_ER2_6_2",region_02,Oceania
"Etna, Kaimana_ER3_1_1",region_02,Oceania
"Etna, Kaimana_ER3_1_2",region_02,Oceania
"Etna, Kaimana_ER3_2_1",region_02,Oceania
"Etna, Kaimana_ER3_2_2",region_02,Oceania
"Etna, Kaimana_ER3_3_1",region_02,Oceania
"Etna, Kaimana_ER3_3_2",region_02,Oceania
"Etna, Kaimana_ER3_4_1",region_02,Oceania
"Etna, Kaimana_ER3_4_2",region_02,Oceania
"Etna, Kaimana_ER4_1_1",region_02,Oceania
"Etna, Kaimana_ER4_1_2",region_02,Oceania
"Etna, Kaimana_ER4_2_1",region_02,Oceania
"Etna, Kaimana_ER4_2_2",region_02,Oceania
"Etna, Kaimana_ER4_3_1",region_02,Oceania
"Etna, Kaimana_ER4_3_2",region_02,Oceania
"Etna, Kaimana_ER4_4_1",region_02,Oceania
"Etna, Kaimana_ER4_4_2",region_02,Oceania
"Etna, Kaimana_ER4_5_1",region_02,Oceania
"Etna, Kaimana_ER4_5_2",region_02,Oceania
FAM_Fambine_1_1,region_16,Africa
FAM_Fambine_2_1,region_16,Africa
FAM_Fambine_3_1,region_16,Africa
FAM_Fambine_4_1,region_16,Africa
FAM_Fambine_5_1,region_16,Africa
FAM_Fambine_6_1,region_16,Africa
FURO_Furo Grande_1_1,region_08,S.America
FURO_Furo Grande_2_1,region_08,S.America
FURO_Furo Grande_3_1,region_08,S.America
FURO_Furo Grande_4_1,region_08,S.America
FURO_Furo Grande_5_1,region_08,S.America
FURO_Furo Grande_6_1,region_08,S.America
FUR_Furo de Chato_1_1,region_08,S.America
FUR_Furo de Chato_2_1,region_08,S.America
FUR_Furo de Chato_4_1,region_08,S.America
FUR_Furo de Chato_5_1,region_08,S.America
FUR_Furo de Chato_6_1,region_08,S.America
Frenchman Caye_2_5_mangrove,region_18,N.America
HHM3,region_24,N.America
HHM4,region_24,N.America
HHM5,region_24,N.America
Isla Chira_Camaronera_6_1,region_00,N.America
Isla Chira_Camaronera_6_3,region_00,N.America
Isla Chira_Manglar_8_1,region_00,N.America
Isla Chira_Manglar_8_2,region_00,N.America
Isla Chira_Manglar_8_3,region_00,N.America
Isla Chira_Manglar_8_4,region_00,N.America
Isla Chira_Manglar_8_5,region_00,N.America
Isla Chira_Manglar_8_6,region_00,N.America
Isla Chira_Manglar_9_1,region_00,N.America
Isla Chira_Manglar_9_2,region_00,N.America
Isla Chira_Manglar_9_3,region_00,N.America
Isla Chira_Manglar_9_4,region_00,N.America
Isla Chira_Manglar_9_5,region_00,N.America
Isla Chira_Manglar_9_6,region_00,N.America
Isla Chira_Salinera_1_1,region_00,N.America
Isla Chira_Salinera_1_2,region_00,N.America
Isla Chira_Salinera_1_3,region_00,N.America
Isla Chira_Salinera_2_2,region_00,N.America
Isla Chira_Salinera_2_3,region_00,N.America
Isla Mono_1,region_00,N.America
Isla Mono_2,region_00,N.America
Isla Mono_3,region_00,N.America
Isla Mono_4,region_00,N.America
Isla Mono_5,region_00,N.America
Isla Mono_6,region_00,N.America
Isla_Tortuga_26_1,region_04,N.America
Isla_Tortuga_26_2,region_04,N.America
Isla_Tortuga_26_3,region_04,N.America
Isla_Tortuga_26_4,region_04,N.America
Isla_Tortuga_26_5,region_04,N.America
Isla_Tortuga_26_6,region_04,N.America
JAR_1_1,region_03,Asia
JAR_1_2,region_03,Asia
JAR_2_1,region_03,Asia
JAR_2_2,region_03,Asia
JAR_3_1,region_03,Asia
JAR_3_2,region_03,Asia
JAR_4_1,region_03,Asia
JAR_4_2,region_03,Asia
JAR_5_1,region_03,Asia
JAR_5_2,region_03,Asia
JAR_6_1,region_03,Asia
JAR_6_2,region_03,Asia
Jesús_Manglar_5_1,region_00,N.America
Jesús_Manglar_5_2,region_00,N.America
Jesús_Manglar_5_3,region_00,N.America
Jesús_Manglar_5_4,region_00,N.America
Jesús_Manglar_5_5,region_00,N.America
Jesús_Manglar_5_6,region_00,N.America
Jicaral_Camaronera_10_1,region_00,N.America
Jicaral_Camaronera_10_2,region_00,N.America
Jicaral_Camaronera_10_3,region_00,N.America
Jicaral_Camaronera_9_1,region_00,N.America
Jicaral_Camaronera_9_2,region_00,N.America
Jicaral_Camaronera_9_3,region_00,N.America
Jicaral_Manglar_12_1,region_00,N.America
Jicaral_Manglar_12_2,region_00,N.America
Jicaral_Manglar_12_3,region_00,N.America
Jicaral_Manglar_12_4,region_00,N.America
Jicaral_Manglar_12_5,region_00,N.America
Jicaral_Manglar_12_6,region_00,N.America
Jubail_Island_mangrove_1,region_10,Africa
Jubail_Island_mangrove_2,region_10,Africa
Jubail_Island_mangrove_3,region_10,Africa
Jubail_Island_mangrove_4,region_10,Africa
Jubail_Island_mangrove_5,region_10,Africa
Jubail_Island_mangrove_6,region_10,Africa
KA_A_1,region_19,Africa
KA_A_2,region_19,Africa
KA_A_3,region_19,Africa
KA_A_4,region_19,Africa
KA_A_5,region_19,Africa
KA_A_6,region_19,Africa
KA_B_1,region_19,Africa
KA_B_2,region_19,Africa
KA_B_3,region_19,Africa
KA_B_4,region_19,Africa
KA_B_5,region_19,Africa
KA_C_1,region_19,Africa
KA_C_3,region_19,Africa
KA_C_4,region_19,Africa
KA_C_5,region_19,Africa
KA_C_6,region_19,Africa
KBR_Kubu Raya 1_1_1,region_13,other
KBR_Kubu Raya 1_2_1,region_13,other
KBR_Kubu Raya 1_3_1,region_13,other
KBR_Kubu Raya 1_4_1,region_13,other
KBR_Kubu Raya 1_5_1,region_13,other
KBR_Kubu Raya 1_6_1,region_13,other
KBR_Kubu Raya 2_1_1,region_13,other
KBR_Kubu Raya 2_2_1,region_13,other
KBR_Kubu Raya 2_3_1,region_13,other
KBR_Kubu Raya 2_4_1,region_13,other
KBR_Kubu Raya 2_5_1,region_13,other
KBR_Kubu Raya 2_6_1,region_13,other
KBR_Kubu Raya 3_1_1,region_13,other
KBR_Kubu Raya 3_2_1,region_13,other
KBR_Kubu Raya 3_3_1,region_13,other
KBR_Kubu Raya 3_4_1,region_13,other
KBR_Kubu Raya 3_5_1,region_13,other
KBR_Kubu Raya 3_6_1,region_13,other
KBR_Kubu Raya 4_1_1,region_13,other
KBR_Kubu Raya 4_2_1,region_13,other
KBR_Kubu Raya 4_3_1,region_13,other
KBR_Kubu Raya 4_4_1,region_13,other
KBR_Kubu Raya 4_5_1,region_13,other
KBR_Kubu Raya 4_6_1,region_13,other
KBR_Kubu Raya 5_1_1,region_13,other
KBR_Kubu Raya 5_2_1,region_13,other
KBR_Kubu Raya 5_3_1,region_13,other
KBR_Kubu Raya 5_4_1,region_13,other
KBR_Kubu Raya 5_5_1,region_13,other
KBR_Kubu Raya 5_6_1,region_13,other
KBR_Kubu Raya 6_1_1,region_13,other
KBR_Kubu Raya 6_2_1,region_13,other
KBR_Kubu Raya 6_3_1,region_13,other
KBR_Kubu Raya 6_4_1,region_13,other
KBR_Kubu Raya 6_5_1,region_13,other
KBR_Kubu Raya 6_6_1,region_13,other
KBR_Kubu Raya 7_1_1,region_13,other
KBR_Kubu Raya 7_2_1,region_13,other
KBR_Kubu Raya 7_3_1,region_13,other
KBR_Kubu Raya 7_4_1,region_13,other
KBR_Kubu Raya 7_5_1,region_13,other
KBR_Kubu Raya 7_6_1,region_13,other
Kaimana City_KK1_1_1,region_02,Oceania
Kaimana City_KK1_1_2,region_02,Oceania
Kaimana City_KK1_2_1,region_02,Oceania
Kaimana City_KK1_3_1,region_02,Oceania
Kaimana City_KK2_3_1,region_02,Oceania
Kaimana City_KK3_1_1,region_02,Oceania
Kaimana City_KK3_1_2,region_02,Oceania
Kalba_East_mangrove_1,region_10,Africa
Kalba_East_mangrove_2,region_10,Africa
Kalba_East_mangrove_3,region_10,Africa
Kalba_East_mangrove_4,region_10,Africa
Kalba_East_mangrove_5,region_10,Africa
Kalba_East_mangrove_6,region_10,Africa
Kalba_North_mangrove_1,region_10,Africa
Kalba_North_mangrove_2,region_10,Africa
Kalba_North_mangrove_3,region_10,Africa
Kalba_North_mangrove_4,region_10,Africa
Kalba_North_mangrove_5,region_10,Africa
Kalba_North_mangrove_6,region_10,Africa
Kalba_South_mangrove_1,region_10,Africa
Kalba_South_mangrove_2,region_10,Africa
Kalba_South_mangrove_3,region_10,Africa
Kalba_South_mangrove_4,region_10,Africa
Kalba_South_mangrove_6,region_10,Africa
Kalba_West_mangrove_1,region_10,Africa
Kalba_West_mangrove_2,region_10,Africa
Kalba_West_mangrove_3,region_10,Africa
Kalba_West_mangrove_4,region_10,Africa
Kalba_West_mangrove_5,region_10,Africa
Kalba_West_mangrove_6,region_10,Africa
Koh_Kohng_131_355,region_01,Asia
Koh_Kohng_131_356,region_01,Asia
Koh_Kohng_131_357,region_01,Asia
Koh_Kohng_131_358,region_01,Asia
Koh_Kohng_132_361,region_01,Asia
Koh_Kohng_133_362,region_01,Asia
Koh_Kohng_133_364,region_05,Asia
Koh_Kohng_134_365,region_01,Asia
Koh_Kohng_134_367,region_01,Asia
Koh_Kohng_134_368,region_01,Asia
Koh_Kohng_134_369,region_01,Asia
Koh_Kohng_135_370,region_01,Asia
Koh_Kohng_135_371,region_01,Asia
Koh_Kohng_135_372,region_01,Asia
Koh_Kohng_136_373,region_01,Asia
Koh_Kohng_136_374,region_01,Asia
Koh_Kohng_136_375,region_01,Asia
Koh_Kohng_136_376,region_01,Asia
Koh_Kohng_136_377,region_01,Asia
Koh_Kohng_137_378,region_01,Asia
Koh_Kohng_137_379,region_01,Asia
Koh_Kohng_137_380,region_01,Asia
Koh_Kohng_137_381,region_01,Asia
Koh_Kohng_137_382,region_01,Asia
Koh_Kohng_138_383,region_01,Asia
Koh_Kohng_138_384,region_01,Asia
Koh_Kohng_138_385,region_01,Asia
Koh_Kohng_138_386,region_01,Asia
Koh_Kohng_138_387,region_01,Asia
Koh_Kohng_140_394,region_01,Asia
Koh_Kohng_140_395,region_01,Asia
Koh_Kohng_141_396,region_01,Asia
Koh_Kohng_141_397,region_01,Asia
Koh_Kohng_141_398,region_01,Asia
Koh_Kohng_141_399,region_01,Asia
Koh_Kohng_141_400,region_01,Asia
Koh_Kohng_142_401,region_01,Asia
Koh_Kohng_142_402,region_01,Asia
Koh_Kohng_142_403,region_01,Asia
Koh_Kohng_142_404,region_01,Asia
Koh_Kohng_142_405,region_01,Asia
Koh_Kohng_143_406,region_01,Asia
Koh_Kohng_143_407,region_01,Asia
Koh_Kohng_143_408,region_01,Asia
Koh_Kohng_143_410,region_01,Asia
Koh_Kohng_144_411,region_01,Asia
Koh_Kohng_144_412,region_01,Asia
Koh_Kohng_144_413,region_01,Asia
Koh_Kohng_145_414,region_01,Asia
Koh_Kohng_145_416,region_01,Asia
Koh_Kohng_145_417,region_01,Asia
Koh_Kohng_146_422,region_01,Asia
Koh_Kohng_147_424,region_01,Asia
Koh_Kohng_147_425,region_01,Asia
Koh_Kohng_147_427,region_01,Asia
Koh_Kohng_148_429,region_01,Asia
Koh_Kohng_148_430,region_01,Asia
Koh_Kohng_148_431,region_01,Asia
Koh_Kohng_148_432,region_01,Asia
Koh_Kohng_148_433,region_01,Asia
Koh_Kohng_149_435,region_01,Asia
Koh_Kohng_149_436,region_01,Asia
Koh_Kohng_149_438,region_01,Asia
Koh_Kohng_150_440,region_01,Asia
Koh_Kohng_150_441,region_01,Asia
Koh_Kohng_150_442,region_01,Asia
Koh_Kohng_150_443,region_01,Asia
Koh_Kohng_151_444,region_01,Asia
Koh_Kohng_151_445,region_01,Asia
Koh_Kohng_151_446,region_01,Asia
Koh_Kohng_152_447,region_01,Asia
Koh_Kohng_152_449,region_01,Asia
Koh_Kohng_152_450,region_01,Asia
Koh_Kohng_152_451,region_01,Asia
Koh_Kohng_153_454,region_01,Asia
Koh_Kohng_154_457,region_01,Asia
Koh_Kohng_154_458,region_01,Asia
Koh_Kohng_154_459,region_01,Asia
Koh_Kohng_155_461,region_01,Asia
Koh_Kohng_155_462,region_01,Asia
Koh_Kohng_155_463,region_01,Asia
Koh_Kohng_155_464,region_01,Asia
Koh_Kohng_155_465,region_01,Asia
Koh_Kohng_156_466,region_01,Asia
Koh_Kohng_156_467,region_01,Asia
Koh_Kohng_156_468,region_01,Asia
Koh_Kohng_156_469,region_01,Asia
Koh_Kohng_156_470,region_01,Asia
Koh_Kohng_157_471,region_01,Asia
Koh_Kohng_157_472,region_01,Asia
Koh_Kohng_157_474,region_01,Asia
Koh_Kohng_158_476,region_01,Asia
Koh_Kohng_158_477,region_01,Asia
Koh_Kohng_158_478,region_01,Asia
Koh_Kohng_158_479,region_01,Asia
Krabi_River_Estuary_178_563,region_05,Asia
Krabi_River_Estuary_178_564,region_05,Asia
Krabi_River_Estuary_178_565,region_05,Asia
Krabi_River_Estuary_178_566,region_05,Asia
Krabi_River_Estuary_179_568,region_05,Asia
Krabi_River_Estuary_179_569,region_05,Asia
Krabi_River_Estuary_179_570,region_05,Asia
Krabi_River_Estuary_179_571,region_05,Asia
Krabi_River_Estuary_180_573,region_05,Asia
Krabi_River_Estuary_180_574,region_05,Asia
Krabi_River_Estuary_180_575,region_05,Asia
Krabi_River_Estuary_180_576,region_05,Asia
Krabi_River_Estuary_181_578,region_05,Asia
Krabi_River_Estuary_181_579,region_05,Asia
Krabi_River_Estuary_181_580,region_05,Asia
Krabi_River_Estuary_181_581,region_05,Asia
Krabi_River_Estuary_182_583,region_05,Asia
Krabi_River_Estuary_182_584,region_05,Asia
Krabi_River_Estuary_182_586,region_05,Asia
Krabi_River_Estuary_182_587,region_05,Asia
Krabi_River_Estuary_183_588,region_05,Asia
Krabi_River_Estuary_183_589,region_05,Asia
Krabi_River_Estuary_183_590,region_05,Asia
Krabi_River_Estuary_183_591,region_05,Asia
Krabi_River_Estuary_184_593,region_05,Asia
Krabi_River_Estuary_184_594,region_05,Asia
Krabi_River_Estuary_184_596,region_05,Asia
Krabi_River_Estuary_184_597,region_05,Asia
La Yeguada_1,region_00,N.America
La Yeguada_2,region_00,N.America
La Yeguada_3,region_00,N.America
La Yeguada_4,region_00,N.America
La_Cruz-Puerto_Parada_32_1,region_04,N.America
La_Cruz-Puerto_Parada_32_2,region_04,N.America
