core_id,region_id,continent
"Arguni, Kaimana_PT6_5_1",region_02,Oceania
"Arguni, Kaimana_PT6_6_1",region_02,Oceania
"Arguni, Kaimana_PT6_7_1",region_02,Oceania
"Arguni, Kaimana_PT7_1_1",region_02,Oceania
"Arguni, Kaimana_PT7_2_1",region_02,Oceania
"Arguni, Kaimana_PT7_3_1",region_02,Oceania
"Arguni, Kaimana_PT7_5_1",region_02,Oceania
"Arguni, Kaimana_PT7_6_1",region_02,Oceania
"Arguni, Kaimana_PT7_7_1",region_02,Oceania
"Arguni, Kaimana_PT8_1_1",region_02,Oceania
"Arguni, Kaimana_PT9_1_1",region_02,Oceania
"Arguni, Kaimana_PT9_2_1",region_02,Oceania
"Arguni, Kaimana_PT9_4_1",region_02,Oceania
BAN_Dense_Silvofishery_1,region_21,other
BAN_Dense_Silvofishery_2,region_21,other
BAN_Dense_Silvofishery_3,region_21,other
BAN_Dense_Silvofishery_4,region_21,other
BAN_Dense_Silvofishery_5,region_21,other
BAN_Dense_Silvofishery_6,region_21,other
BAN_Fringe_1,region_21,other
BAN_Fringe_2,region_21,other
BAN_Fringe_3,region_21,other
BAN_Interior_1,region_21,other
BAN_Interior_2,region_21,other
BAN_Interior_3,region_21,other
BAN_Pond_1,region_21,other
BAN_Pond_2,region_21,other
BAN_Pond_3,region_21,other
BAN_Pond_4,region_21,other
BAN_Pond_5,region_21,other
BAN_Pond_6,region_21,other
BAN_Sparse_Silvofishery_1,region_21,other
BAN_Sparse_Silvofishery_2,region_21,other
BAN_Sparse_Silvofishery_3,region_21,other
BAO_Baouth_1_1,region_16,Africa
BAO_Baouth_2_1,region_16,Africa
BAO_Baouth_3_1,region_16,Africa
BAO_Baouth_4_1,region_16,Africa
BAO_Baouth_5_1,region_16,Africa
BAO_Baouth_6_1,region_16,Africa
BAR_Rio Barreto_1_1,region_08,S.America
BAR_Rio Barreto_2_1,region_08,S.America
BAR_Rio Barreto_3_1,region_08,S.America
BAR_Rio Barreto_4_1,region_08,S.America
BAR_Rio Barreto_5_1,region_08,S.America
BAR_Rio Barreto_6_1,region_08,S.America
BHI_2GTA_1_1,region_03,Asia
BHI_4TGB_1_1,region_03,Asia
BHI_4TGB_2_1,region_03,Asia
BHI_4TGB_3_1,region_03,Asia
BHI_4TGB_4_1,region_03,Asia
BHI_4TGB_5_1,region_03,Asia
BHI_4TGB_6_1,region_03,Asia
BHI_BK06_1_1,region_03,Asia
BHI_BK06_2_1,region_03,Asia
BHI_BK06_3_1,region_03,Asia
BHI_BK06_4_1,region_03,Asia
BHI_BK06_5_1,region_03,Asia
BHI_BK06_6_1,region_03,Asia
BHI_BK08_4_1,region_03,Asia
BHI_BK08_5_1,region_03,Asia
BHI_BK08_6_1,region_03,Asia
BHI_BK10_1_1,region_03,Asia
BHI_BK10_2_1,region_03,Asia
BHI_BK10_3_1,region_03,Asia
BHI_BK10_4_1,region_03,Asia
BHI_BK10_5_1,region_03,Asia
BHI_BK10_6_1,region_03,Asia
BHI_BK1A_1_1,region_03,Asia
BHI_BK3A_1_1,region_03,Asia
BHI_BK3A_2_1,region_03,Asia
BHI_BK3A_3_1,region_03,Asia
BHI_BK3A_4_1,region_03,Asia
BHI_BK5A_1_1,region_03,Asia
BHI_BK5A_2_1,region_03,Asia
BHI_BK5A_3_1,region_03,Asia
BHI_BK5A_4_1,region_03,Asia
BHI_BK5A_6_1,region_03,Asia
BHI_BK7A_1_1,region_03,Asia
BHI_BK7A_2_1,region_03,Asia
BHI_BK9A_1_1,region_03,Asia
BHI_BK9A_2_1,region_03,Asia
BHI_BK9A_3_1,region_03,Asia
BHI_BK9A_4_1,region_03,Asia
BHI_BK9A_6_1,region_03,Asia
BOC_Boca grande_1_1,region_08,S.America
BOC_Boca grande_2_1,region_08,S.America
BOC_Boca grande_3_1,region_08,S.America
BOC_Boca grande_4_1,region_08,S.America
BOC_Boca grande_5_1,region_08,S.America
BOC_Boca grande_6_1,region_08,S.America
BRM10_1_1,region_03,Asia
BRM10_2_1,region_03,Asia
BRM10_3_1,region_03,Asia
BRM10_4_1,region_03,Asia
BRM10_5_1,region_03,Asia
BRM10_6_1,region_03,Asia
BUN_Bunaken 1_1_1,region_12,Oceania
BUN_Bunaken 2_1_1,region_12,Oceania
BUN_Bunaken 2_2_1,region_12,Oceania
BUN_Bunaken 2_3_1,region_12,Oceania
BUN_Bunaken 2_4_1,region_12,Oceania
BUN_Bunaken 2_5_1,region_12,Oceania
BUN_Bunaken 2_6_1,region_12,Oceania
BUN_Bunaken 3_1_1,region_12,Oceania
BUN_Bunaken 3_2_1,region_12,Oceania
BUN_Bunaken 3_3_1,region_12,Oceania
BUN_Bunaken 3_4_1,region_12,Oceania
BUN_Bunaken 3_5_1,region_12,Oceania
BUN_Bunaken 3_6_1,region_12,Oceania
BUN_Bunaken 4_1_1,region_12,Oceania
BUN_Bunaken 4_2_1,region_12,Oceania
BUN_Bunaken 4_3_1,region_12,Oceania
BUN_Bunaken 4_4_1,region_12,Oceania
BUN_Bunaken 4_5_1,region_12,Oceania
BUN_Bunaken 4_6_1,region_12,Oceania
BUN_Bunaken 5_2_1,region_12,Oceania
BUN_Bunaken 5_3_1,region_12,Oceania
BUN_Bunaken 5_4_1,region_12,Oceania
BUN_Bunaken 5_5_1,region_12,Oceania
BUN_Bunaken 5_6_1,region_12,Oceania
BUN_Bunaken 6_3_1,region_12,Oceania
BUN_Bunaken 6_4_1,region_12,Oceania
BUN_Bunaken 6_5_1,region_12,Oceania
BUN_Bunaken 6_6_1,region_12,Oceania
BWB1B,region_24,N.America
Baja-Bahia Falsa-H1,region_26,N.America
Baja-Bahia Falsa-H2,region_26,N.America
Baja-Bahia Magdalena-II,region_26,N.America
Baja-Bahia Magdalena-III,region_26,N.America
Baja-Buenaventura-1,region_26,N.America
Baja-Buenaventura-2,region_26,N.America
Baja-Buenaventura-4,region_26,N.America
Baja-El Merito I (EMI)-1,region_26,N.America
Baja-El Merito I (EMI)-I,region_26,N.America
Baja-San Jose (SJ)-I,region_26,N.America
Baja-San Jose (SJ)-II,region_26,N.America
Baja-San Jose-1,region_26,N.America
Baja-San Jose-3,region_26,N.America
Batipa_1,region_00,N.America
Batipa_2,region_00,N.America
Batipa_3,region_00,N.America
Batipa_4,region_00,N.America
Batipa_5,region_00,N.America
Batipa_6,region_00,N.America
Bebedero_Manglar_4_1,region_00,N.America
Bebedero_Manglar_4_2,region_00,N.America
Bebedero_Manglar_4_3,region_00,N.America
Bebedero_Manglar_4_4,region_00,N.America
Bebedero_Manglar_4_5,region_00,N.America
Bebedero_Manglar_4_6,region_00,N.America
Big Creek_1_3_mangrove,region_18,N.America
Bintuni_00-01_00-01-01_1,region_02,Oceania
Bintuni_00-01_00-01-03_1,region_02,Oceania
Bintuni_00-01_00-01-05_1,region_02,Oceania
Bintuni_00-02_00-02-01_1,region_02,Oceania
Bintuni_00-02_00-02-03_1,region_02,Oceania
Bintuni_00-02_00-02-05_1,region_02,Oceania
Bintuni_00-03_00-03-01_1,region_02,Oceania
Bintuni_00-03_00-03-03_1,region_02,Oceania
Bintuni_00-03_00-03-05_1,region_02,Oceania
Bintuni_05-01_05-01-01_1,region_02,Oceania
Bintuni_05-01_05-01-03_1,region_02,Oceania
Bintuni_05-01_05-01-05_1,region_02,Oceania
Bintuni_05-02_05-02-01_1,region_02,Oceania
Bintuni_05-02_05-02-03_1,region_02,Oceania
Bintuni_05-02_05-02-05_1,region_02,Oceania
Bintuni_05-03_05-03-01_1,region_02,Oceania
Bintuni_05-03_05-03-03_1,region_02,Oceania
Bintuni_05-03_05-03-05_1,region_02,Oceania
Bintuni_10-01_10-01-01_1,region_02,Oceania
Bintuni_10-01_10-01-03_1,region_02,Oceania
Bintuni_10-01_10-01-05_1,region_02,Oceania
Bintuni_10-02_10-02-02_1,region_02,Oceania
Bintuni_10-02_10-02-04_1,region_02,Oceania
Bintuni_10-02_10-02-06_1,region_02,Oceania
Bintuni_10-03_10-03-01_1,region_02,Oceania
Bintuni_10-03_10-03-03_1,region_02,Oceania
Bintuni_10-03_10-03-05_1,region_02,Oceania
Bintuni_15-01_15-01-01_1,region_02,Oceania
Bintuni_15-01_15-01-03_1,region_02,Oceania
Bintuni_15-01_15-01-05_1,region_02,Oceania
Bintuni_15-02_15-02-01_1,region_02,Oceania
Bintuni_15-02_15-02-03_1,region_02,Oceania
Bintuni_15-02_15-02-05_1,region_02,Oceania
Bintuni_15-03_15-03-01_1,region_02,Oceania
Bintuni_15-03_15-03-03_1,region_02,Oceania
Bintuni_15-03_15-03-05_1,region_02,Oceania
Bintuni_25-01_25-01-01_1,region_02,Oceania
Bintuni_25-01_25-01-03_1,region_02,Oceania
Bintuni_25-01_25-01-05_1,region_02,Oceania
Bintuni_25-02_25-02-01_1,region_02,Oceania
Bintuni_25-02_25-02-03_1,region_02,Oceania
Bintuni_25-02_25-02-05_1,region_02,Oceania
Bintuni_25-03_25-03-01_1,region_02,Oceania
Bintuni_25-03_25-03-03_1,region_02,Oceania
Bintuni_25-03_25-03-05_1,region_02,Oceania
Bintuni_VF-01_VF-01-01_1,region_02,Oceania
Bintuni_VF-01_VF-01-03_1,region_02,Oceania
Bintuni_VF-01_VF-01-05_1,region_02,Oceania
Bintuni_VF-02_VF-02-01_1,region_02,Oceania
Bintuni_VF-02_VF-02-03_1,region_02,Oceania
Bintuni_VF-02_VF-02-05_1,region_02,Oceania
Bintuni_VF-03_VF-03-01_1,region_02,Oceania
Bintuni_VF-03_VF-03-03_1,region_02,Oceania
Bintuni_VF-03_VF-03-05_1,region_02,Oceania
Boca Chica_1_1,region_00,N.America
Boca Chica_1_2,region_00,N.America
Boca Chica_1_3,region_00,N.America
Boca Chica_1_4,region_00,N.America
Boca Chica_1_5,region_00,N.America
Boca Chica_2_1,region_00,N.America
Boca Chica_2_2,region_00,N.America
Boca Chica_2_3,region_00,N.America
Boca Chica_2_4,region_00,N.America
Boca Chica_2_5,region_00,N.America
Boca Chica_3_1,region_00,N.America
Boca Chica_3_2,region_00,N.America
Boca Chica_3_3,region_00,N.America
Boca Chica_3_4,region_00,N.America
Boca Chica_3_5,region_00,N.America
Boca Chica_4_1,region_00,N.America
Boca Chica_4_2,region_00,N.America
Boca Chica_4_3,region_00,N.America
Boca Chica_4_4,region_00,N.America
Boca Chica_4_5,region_00,N.America
Boca Guarumal_1_1,region_00,N.America
Boca Guarumal_1_2,region_00,N.America
Boca Guarumal_1_3,region_00,N.America
Boca Guarumal_1_4,region_00,N.America
Boca Guarumal_1_5,region_00,N.America
Boca Guarumal_2_1,region_00,N.America
Boca Guarumal_2_2,region_00,N.America
Boca Guarumal_2_3,region_00,N.America
Boca Guarumal_2_4,region_00,N.America
Boca Guarumal_2_5,region_00,N.America
Boca Guarumal_3_1,region_00,N.America
Boca Guarumal_3_2,region_00,N.America
Boca Guarumal_3_3,region_00,N.America
Boca Guarumal_3_4,region_00,N.America
Boca Guarumal_3_5,region_00,N.America
Boca Guarumal_4_1,region_00,N.America
Boca Guarumal_4_2,region_00,N.America
Boca Guarumal_4_3,region_00,N.America
Boca Guarumal_4_4,region_00,N.America
Boca Guarumal_4_5,region_00,N.America
Boca Guarumal_5_1,region_00,N.America
Boca Guarumal_5_2,region_00,N.America
Boca Guarumal_5_3,region_00,N.America
Boca Guarumal_5_4,region_00,N.America
Boca Guarumal_5_5,region_00,N.America
Boca Guarumal_6_1,region_00,N.America
Boca Guarumal_6_2,region_00,N.America
Boca Guarumal_6_3,region_00,N.America
Boca Guarumal_6_4,region_00,N.America
Boca Guarumal_6_5,region_00,N.America
Boca Guarumal_7_1,region_00,N.America
Boca Guarumal_7_2,region_00,N.America
Boca Guarumal_7_3,region_00,N.America
Boca Guarumal_7_4,region_00,N.America
Boca Guarumal_7_5,region_00,N.America
Boca Guarumal_8_1,region_00,N.America
Boca Guarumal_8_2,region_00,N.America
Boca Guarumal_8_3,region_00,N.America
Boca Guarumal_8_4,region_00,N.America
Boca Guarumal_8_5,region_00,N.America
Boca Sierpe_1_1,region_00,N.America
Boca Sierpe_1_2,region_00,N.America
Boca Sierpe_1_3,region_00,N.America
Boca Sierpe_1_4,region_00,N.America
Boca Sierpe_1_5,region_00,N.America
Boca Sierpe_2_1,region_00,N.America
Boca Sierpe_2_2,region_00,N.America
Boca Sierpe_2_3,region_00,N.America
Boca Sierpe_2_4,region_00,N.America
Boca Sierpe_2_5,region_00,N.America
Boca Sierpe_3_1,region_00,N.America
Boca Sierpe_3_2,region_00,N.America
Boca Sierpe_3_3,region_00,N.America
Boca Sierpe_3_4,region_00,N.America
Boca Sierpe_3_5,region_00,N.America
Boca Sierpe_4_1,region_00,N.America
Boca Sierpe_4_2,region_00,N.America
Boca Sierpe_4_3,region_00,N.America
Boca Sierpe_4_4,region_00,N.America
Boca Sierpe_4_5,region_00,N.America
Boca Sierpe_5_1,region_00,N.America
Boca Sierpe_5_2,region_00,N.America
Boca Sierpe_5_3,region_00,N.America
Boca Sierpe_5_4,region_00,N.America
Boca Sierpe_5_5,region_00,N.America
Boca Sierpe_6_1,region_00,N.America
Boca Sierpe_6_2,region_00,N.America
Boca Sierpe_6_3,region_00,N.America
Boca Sierpe_6_4,region_00,N.America
Boca Sierpe_6_5,region_00,N.America
Boca Sierpe_7_1,region_00,N.America
Boca Sierpe_7_2,region_00,N.America
Boca Sierpe_7_3,region_00,N.America
Boca Sierpe_7_4,region_00,N.America
Boca Sierpe_7_5,region_00,N.America
Boca Sierpe_8_1,region_00,N.America
Boca Sierpe_8_2,region_00,N.America
Boca Sierpe_8_3,region_00,N.America
Boca Sierpe_8_4,region_00,N.America
Boca Sierpe_8_5,region_00,N.America
Boca Ternero_2,region_00,N.America
Boca Ternero_4,region_00,N.America
Boca Zacate_1_1,region_00,N.America
Boca Zacate_1_2,region_00,N.America
Boca Zacate_1_3,region_00,N.America
Boca Zacate_1_4,region_00,N.America
Boca Zacate_1_5,region_00,N.America
Boca Zacate_2_1,region_00,N.America
Boca Zacate_2_2,region_00,N.America
Boca Zacate_2_3,region_00,N.America
Boca Zacate_2_4,region_00,N.America
Boca Zacate_2_5,region_00,N.America
Boca Zacate_3_1,region_00,N.America
Boca Zacate_3_2,region_00,N.America
Boca Zacate_3_3,region_00,N.America
Boca Zacate_3_4,region_00,N.America
Boca Zacate_3_5,region_00,N.America
Boca Zacate_4_1,region_00,N.America
Boca Zacate_4_2,region_00,N.America
Boca Zacate_4_3,region_00,N.America
Boca Zacate_4_4,region_00,N.America
Boca Zacate_4_5,region_00,N.America
Boca Zacate_5_1,region_00,N.America
Boca Zacate_5_2,region_00,N.America
Boca Zacate_5_3,region_00,N.America
Boca Zacate_5_4,region_00,N.America
Boca Zacate_5_5,region_00,N.America
Boca Zacate_6_1,region_00,N.America
Boca Zacate_6_2,region_00,N.America
Boca Zacate_6_3,region_00,N.America
Boca Zacate_6_4,region_00,N.America
Boca Zacate_6_5,region_00,N.America
Boca Zacate_7_1,region_00,N.America
Boca Zacate_7_2,region_00,N.America
Boca Zacate_7_3,region_00,N.America
Boca Zacate_7_4,region_00,N.America
Boca Zacate_7_5,region_00,N.America
Boca Zacate_8_1,region_00,N.America
Boca Zacate_8_2,region_00,N.America
Boca Zacate_8_3,region_00,N.America
Boca Zacate_8_4,region_00,N.America
Boca Zacate_8_5,region_00,N.America
Boca del Río_1,region_00,N.America
Boca del Río_2,region_00,N.America
Boca del Río_3,region_00,N.America
Boca del Río_4,region_00,N.America
Boca del Río_5,region_00,N.America
Boca del Río_6,region_00,N.America
Boca_de_los_muchachos_28_1,region_04,N.America
Boca_de_los_muchachos_28_2,region_04,N.America
Boca_de_los_muchachos_28_3,region_04,N.America
Boca_de_los_muchachos_28_4,region_04,N.America
Boca_de_los_muchachos_28_5,region_04,N.America
Boca_de_los_muchachos_28_6,region_04,N.America
Bordo_del_Chile_23_1,region_04,N.America
Bordo_del_Chile_23_2,region_04,N.America
Bordo_del_Chile_23_3,region_04,N.America
Bordo_del_Chile_23_4,region_04,N.America
Bordo_del_Chile_23_5,region_04,N.America
Bordo_del_Chile_23_6,region_04,N.America
Buenaventura_Camaronera_2_1,region_00,N.America
Buenaventura_Camaronera_2_2,region_00,N.America
Buenaventura_Camaronera_2_3,region_00,N.America
Buenaventura_Camaronera_3_2,region_00,N.America
Buenaventura_Camaronera_4_2,region_00,N.America
Buenaventura_Camaronera_5_1,region_00,N.America
Buenaventura_Camaronera_5_2,region_00,N.America
Buenaventura_Camaronera_5_3,region_00,N.America
Buenaventura_Manglar_2_1,region_00,N.America
Buenaventura_Manglar_2_2,region_00,N.America
Buenaventura_Manglar_2_3,region_00,N.America
Buenaventura_Manglar_2_4,region_00,N.America
Buenaventura_Manglar_2_5,region_00,N.America
"Buruway, Kaimana_BF1_1_1",region_02,Oceania
"Buruway, Kaimana_BF1_1_2",region_02,Oceania
"Buruway, Kaimana_BF1_2_1",region_02,Oceania
"Buruway, Kaimana_BF1_3_1",region_02,Oceania
"Buruway, Kaimana_BF1_4_1",region_02,Oceania
"Buruway, Kaimana_BF1_6_1",region_02,Oceania
"Buruway, Kaimana_BF2_1_1",region_02,Oceania
"Buruway, Kaimana_BF2_2_1",region_02,Oceania
"Buruway, Kaimana_BF2_3_1",region_02,Oceania
"Buruway, Kaimana_BF2_4_1",region_02,Oceania
"Buruway, Kaimana_BF2_5_1",region_02,Oceania
"Buruway, Kaimana_BF2_6_1",region_02,Oceania
"Buruway, Kaimana_BF3_1_1",region_02,Oceania
"Buruway, Kaimana_BF3_1_2",region_02,Oceania
"Buruway, Kaimana_BF3_2_1",region_02,Oceania
"Buruway, Kaimana_BF3_2_2",region_02,Oceania
"Buruway, Kaimana_BF3_3_1",region_02,Oceania
"Buruway, Kaimana_BF3_3_2",region_02,Oceania
"Buruway, Kaimana_BF4_1_1",region_02,Oceania
"Buruway, Kaimana_BF4_2_1",region_02,Oceania
"Buruway, Kaimana_BF4_3_1",region_02,Oceania
"Buruway, Kaimana_BF4_4_1",region_02,Oceania
"Buruway, Kaimana_BF4_5_1",region_02,Oceania
"Buruway, Kaimana_BF4_6_1",region_02,Oceania
"Buruway, Kaimana_BR1_1_1",region_02,Oceania
"Buruway, Kaimana_BR1_1_2",region_02,Oceania
"Buruway, Kaimana_BR1_2_1",region_02,Oceania
"Buruway, Kaimana_BR1_3_1",region_02,Oceania
"Buruway, Kaimana_BR1_4_1",region_02,Oceania
"Buruway, Kaimana_BR1_4_2",region_02,Oceania
"Buruway, Kaimana_BR2_1_1",region_02,Oceania
"Buruway, Kaimana_BR2_1_2",region_02,Oceania
"Buruway, Kaimana_BR2_2_1",region_02,Oceania
"Buruway, Kaimana_BR2_2_2",region_02,Oceania
"Buruway, Kaimana_BR2_3_1",region_02,Oceania
"Buruway, Kaimana_BR2_3_2",region_02,Oceania
"Buruway, Kaimana_BR2_4_1",region_02,Oceania
"Buruway, Kaimana_BR2_4_2",region_02,Oceania
"Buruway, Kaimana_BR3_1_1",region_02,Oceania
"Buruway, Kaimana_BR3_1_2",region_02,Oceania
"Buruway, Kaimana_BR3_2_1",region_02,Oceania
"Buruway, Kaimana_BR3_2_2",region_02,Oceania
"Buruway, Kaimana_BR3_3_1",region_02,Oceania
"Buruway, Kaimana_BR3_3_2",region_02,Oceania
"Buruway, Kaimana_BR3_4_1",region_02,Oceania
"Buruway, Kaimana_BR3_4_2",region_02,Oceania
"Buruway, Kaimana_BR3_5_1",region_02,Oceania
"Buruway, Kaimana_BR3_5_2",region_02,Oceania
"Buruway, Kaimana_BR3_6_1",region_02,Oceania
"Buruway, Kaimana_BR3_6_2",region_02,Oceania
"Buruway, Kaimana_BR4_1_1",region_02,Oceania
"Buruway, Kaimana_BR4_1_2",region_02,Oceania
"Buruway, Kaimana_BR4_2_1",region_02,Oceania
"Buruway, Kaimana_BR4_2_2",region_02,Oceania
"Buruway, Kaimana_BR4_3_1",region_02,Oceania
"Buruway, Kaimana_BR4_3_2",region_02,Oceania
"Buruway, Kaimana_BR4_4_1",region_02,Oceania
"Buruway, Kaimana_BR4_4_2",region_02,Oceania
"Buruway, Kaimana_BR4_5_1",region_02,Oceania
"Buruway, Kaimana_BR4_5_2",region_02,Oceania
"Buruway, Kaimana_BR4_6_1",region_02,Oceania
"Buruway, Kaimana_BR4_6_2",region_02,Oceania
C24,region_06,other
C26,region_06,other
C41,region_06,other
C42,region_06,other
C43,region_06,other
C45,region_06,other
C49,region_06,other
CAET_Caete_1_1,region_08,S.America
CAET_Caete_2_1,region_08,S.America
CAET_Caete_3_1,region_08,S.America
CAET_Caete_4_1,region_08,S.America
CAET_Caete_5_1,region_08,S.America
CAET_Caete_6_1,region_08,S.America
CAE_Caetano_1_1,region_08,S.America
CAE_Caetano_2_1,region_08,S.America
CAE_Caetano_3_1,region_08,S.America
CAE_Caetano_4_1,region_08,S.America
CAE_Caetano_5_1,region_08,S.America
CAE_Caetano_6_1,region_08,S.America
CAN_J13_P1_1,region_01,Asia
CAN_J13_P2_1,region_01,Asia
CAN_J13_P5_1,region_01,Asia
CAN_J13_P6_1,region_01,Asia
CAN_J14_P1_1,region_01,Asia
CAN_J14_P2_1,region_01,Asia
CAN_J14_P3_1,region_01,Asia
CAN_J14_P4_1,region_01,Asia
CAN_J14_P5_1,region_01,Asia
CAN_J14_P6_1,region_01,Asia
CAN_R13_P1_1,region_01,Asia
CAN_R13_P2_1,region_01,Asia
CAN_R13_P3_1,region_01,Asia
CAN_R13_P4_1,region_01,Asia
CAN_R13_P5_1,region_01,Asia
CAN_R13_P6_1,region_01,Asia
CAN_R14_P1_1,region_01,Asia
CAN_R14_P2_1,region_01,Asia
CAN_R14_P3_1,region_01,Asia
CAN_R14_P4_1,region_01,Asia
CAN_R14_P5_1,region_01,Asia
CAN_R14_P6_1,region_01,Asia
CAN_S13_P1_1,region_01,Asia
CAN_S13_P2_1,region_01,Asia
CAN_S13_P3_1,region_01,Asia
CAN_S13_P4_1,region_01,Asia
CAN_S13_P5_1,region_01,Asia
CAN_S13_P6_1,region_01,Asia
CAN_S14_P1_1,region_01,Asia
CAN_S14_P2_1,region_01,Asia
CAN_S14_P3_1,region_01,Asia
CAN_S14_P4_1,region_01,Asia
CAN_S14_P5_1,region_01,Asia
CAN_S14_P6_1,region_01,Asia
CAS_1_1,region_03,Asia
CAS_1_2,region_03,Asia
CAS_2_1,region_03,Asia
CAS_2_2,region_03,Asia
CAS_3_1,region_03,Asia
CAS_3_2,region_03,Asia
CAS_6_1,region_03,Asia
CAS_6_2,region_03,Asia
CAU_LS_Cauassu Leste Shrimp_4_2,region_03,Asia
CAU_LS_Cauassu Leste Shrimp_5_2,region_03,Asia
CAU_LS_Cauassu Leste Shrimp_6_2,region_03,Asia
CAU_LS_Cauassu Oeste Shrimp_1_1,region_03,Asia
CAU_LS_Cauassu Oeste Shrimp_1_2,region_03,Asia
CAU_LS_Cauassu Oeste Shrimp_2_1,region_03,Asia
CA__J18_P1_1,region_01,Asia
CA__J18_P1_2,region_01,Asia
CA__J18_P2_1,region_01,Asia
CA__J18_P2_2,region_01,Asia
CA__J18_P3_1,region_01,Asia
CA__J18_P3_2,region_01,Asia
CA__J18_P4_1,region_01,Asia
CA__J18_P4_2,region_01,Asia
CA__J18_P5_1,region_01,Asia
CA__J18_P5_2,region_01,Asia
CA__J18_P6_1,region_01,Asia
CA__J18_P6_2,region_01,Asia
CA__J19_P1_1,region_01,Asia
CA__J19_P1_2,region_01,Asia
CA__J19_P2_1,region_01,Asia
CA__J19_P2_2,region_01,Asia
CA__J19_P3_1,region_01,Asia
CA__J19_P3_2,region_01,Asia
CA__J19_P4_1,region_01,Asia
CA__J19_P4_2,region_01,Asia
CA__J19_P5_1,region_01,Asia
CA__J19_P5_2,region_01,Asia
CA__J19_P6_1,region_01,Asia
CA__J19_P6_2,region_01,Asia
CA__J20_P1_1,region_01,Asia
CA__J20_P1_2,region_01,Asia
CA__J20_P2_1,region_01,Asia
